CD;DOCNUM    ;PSTDAT  ;MAKTX                                  ;MENGE    ;MEINS;PARID     ;REGIO;NETWRT  
2083;841712;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;24460000;KG;1117829;MG   ;2201406
2084;841712;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;24460000;KG;1117829;MG   ;2201406
2085;842284;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;14620000;KG;1116060;PR   ;1535098
2086;842284;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;14620000;KG;1116060;PR   ;1535098
2087;842284;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;14620000;KG;1116060;PR   ;1535098
2088;842284;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;14620000;KG;1116060;PR   ;1535098
2089;842753;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;14240000;KG;1116060;PR   ;1495197
2090;842753;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;14240000;KG;1116060;PR   ;1495197
2091;842753;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;14240000;KG;1116060;PR   ;1495197
2092;842753;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;14240000;KG;1116060;PR   ;1495197
2093;843317;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;27930000;KG;1123878;SP   ;2653336
2094;843317;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;27930000;KG;1123878;SP   ;2653336
2095;843317;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;27930000;KG;1123878;SP   ;2653336
2096;843317;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;27930000;KG;1123878;SP   ;2653336
2097;843880;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;14000000;KG;1129989;SP   ;1469998
2098;843880;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;14000000;KG;1129989;SP   ;1469998
2099;843880;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;14000000;KG;1129989;SP   ;1469998
2100;843880;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;14000000;KG;1129989;SP   ;1469998
2101;844023;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;30380000;KG;1124957;PR   ;3129128
2102;844023;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;30380000;KG;1124957;PR   ;3129128
2103;844023;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;30380000;KG;1124957;PR   ;3129128
2104;844023;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;30380000;KG;1124957;PR   ;3129128
2105;844490;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;13790000;KG;1116060;PR   ;1447948
2106;844490;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;13790000;KG;1116060;PR   ;1447948
2107;844490;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;13790000;KG;1116060;PR   ;1447948
2108;844490;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;13790000;KG;1116060;PR   ;1447948
2109;845290;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;31930000;KG;1129989;SP   ;3192989
2110;845290;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;31930000;KG;1129989;SP   ;3192989
2111;845290;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;31930000;KG;1129989;SP   ;3192989
2112;845290;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;31930000;KG;1129989;SP   ;3192989
2113;845769;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;33000000;KG;1117829;MG   ;2639997
2114;845769;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;33000000;KG;1117829;MG   ;2639997
2115;845769;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;33000000;KG;1117829;MG   ;2639997
2116;845769;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;33000000;KG;1117829;MG   ;2639997
2117;846594;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;15020000;KG;1116060;PR   ;1501995
2118;846594;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;15020000;KG;1116060;PR   ;1501995
2119;846594;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;15020000;KG;1116060;PR   ;1501995
2120;846594;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;15020000;KG;1116060;PR   ;1501995
2121;840779;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;12210000;KG;1116060;PR   ;1282048
2122;840779;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;12210000;KG;1116060;PR   ;1282048
2123;840779;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;12210000;KG;1116060;PR   ;1282048
2124;840779;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;12210000;KG;1116060;PR   ;1282048
2125;841135;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;12850000;KG;1129989;SP   ;1349248
2126;841135;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;12850000;KG;1129989;SP   ;1349248
2127;841135;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;12850000;KG;1129989;SP   ;1349248
2128;841135;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;12850000;KG;1129989;SP   ;1349248
2129;841303;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;11210000;KG;1116060;PR   ;1177048
2130;841303;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;11210000;KG;1116060;PR   ;1177048
2131;841303;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;11210000;KG;1116060;PR   ;1177048
2132;841303;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;11210000;KG;1116060;PR   ;1177048
2133;841809;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;8310000;KG;1117829;MG   ;789453
2134;841809;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;8310000;KG;1117829;MG   ;789453
2135;841809;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;8310000;KG;1117829;MG   ;789453
2136;841809;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;8310000;KG;1117829;MG   ;789453
2137;843038;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;12320000;KG;1116060;PR   ;1293598
2138;843038;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;12320000;KG;1116060;PR   ;1293598
2139;843038;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;12320000;KG;1116060;PR   ;1293598
2140;843038;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;12320000;KG;1116060;PR   ;1293598
2141;843527;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;12400000;KG;1129989;SP   ;1301998
2142;843527;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;12400000;KG;1129989;SP   ;1301998
2143;843527;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;12400000;KG;1129989;SP   ;1301998
2144;843527;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;12400000;KG;1129989;SP   ;1301998
2145;844495;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;2020000;KG;1123878;SP   ;202000
2146;844495;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;2020000;KG;1123878;SP   ;202000
2147;844495;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;2020000;KG;1123878;SP   ;202000
2148;844495;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;2020000;KG;1123878;SP   ;202000
2149;845632;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;13800000;KG;1129989;SP   ;1379996
2150;845632;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;13800000;KG;1129989;SP   ;1379996
2151;845632;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;13800000;KG;1129989;SP   ;1379996
2152;845632;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;13800000;KG;1129989;SP   ;1379996
2153;845770;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;12200000;KG;1118323;PR   ;1195604
2154;845770;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;12200000;KG;1118323;PR   ;1195604
2155;845770;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;12200000;KG;1118323;PR   ;1195604
2156;845770;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;12200000;KG;1118323;PR   ;1195604
2157;845845;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;11740000;KG;1118323;PR   ;1150896
2158;845845;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;11740000;KG;1118323;PR   ;1150896
2159;845845;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;11740000;KG;1118323;PR   ;1150896
2160;845845;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;11740000;KG;1118323;PR   ;1150896
2161;846233;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1030000;KG;1118323;PR   ;111215
2162;846233;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1030000;KG;1118323;PR   ;111215
2163;846233;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1030000;KG;1118323;PR   ;111215
2164;846233;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1030000;KG;1118323;PR   ;111215
2165;846559;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;12850000;KG;1129989;SP   ;1156503
2166;846559;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;12850000;KG;1129989;SP   ;1156503
2167;846559;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;12850000;KG;1129989;SP   ;1156503
2168;846559;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;12850000;KG;1129989;SP   ;1156503
2169;847133;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;13860000;KG;1129989;SP   ;1247404
2170;847133;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;13860000;KG;1129989;SP   ;1247404
2171;847133;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;13860000;KG;1129989;SP   ;1247404
2172;847133;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;13860000;KG;1129989;SP   ;1247404
2173;844871;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;13000000;KG;1117880;MG   ;897000
2174;844871;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;13000000;KG;1117880;MG   ;897000
2175;844871;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;13000000;KG;1117880;MG   ;897000
2176;844871;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;13000000;KG;1117880;MG   ;897000
2177;843546;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1290000;KG;1117880;MG   ;101910
2178;843546;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1290000;KG;1117880;MG   ;101910
2179;843546;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1290000;KG;1117880;MG   ;101910
2180;843546;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1290000;KG;1117880;MG   ;101910
2181;844487;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;15290000;KG;1116400;SC   ;1605450
2182;844487;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;15290000;KG;1116400;SC   ;1605450
2183;844487;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;15290000;KG;1116400;SC   ;1605450
2184;844487;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;15290000;KG;1116400;SC   ;1605450
2185;846436;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;11140000;KG;1001466;SC   ;1136280
2186;846436;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;11140000;KG;1001466;SC   ;1136280
2187;846436;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;11140000;KG;1001466;SC   ;1136280
2188;846436;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;11140000;KG;1001466;SC   ;1136280
2189;841390;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;30090;TO;1118528;SC   ;3219630
2190;841390;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;30090;TO;1118528;SC   ;3219630
2191;841390;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;30090;TO;1118528;SC   ;3219630
2192;841390;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;30090;TO;1118528;SC   ;3219630
2193;841808;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;4650;TO;1118528;SC   ;520800
2194;841808;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;4650;TO;1118528;SC   ;520800
2195;841808;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;4650;TO;1118528;SC   ;520800
2196;841808;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;4650;TO;1118528;SC   ;520800
2197;841824;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;31420;TO;1118528;SC   ;3361940
2198;841824;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;31420;TO;1118528;SC   ;3361940
2199;841824;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;31420;TO;1118528;SC   ;3361940
2200;841824;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;31420;TO;1118528;SC   ;3361940
2201;841955;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;15400;TO;1017609;MG   ;1116500
2202;841955;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;15400;TO;1017609;MG   ;1116500
2203;841955;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;15400;TO;1017609;MG   ;1116500
2204;841955;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;15400;TO;1017609;MG   ;1116500
2205;842335;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;13780;TO;1118528;SC   ;1474460
2206;842335;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;13780;TO;1118528;SC   ;1474460
2207;842335;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;13780;TO;1118528;SC   ;1474460
2208;842335;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;13780;TO;1118528;SC   ;1474460
2209;842882;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;3310;TO;1128570;SC   ;370720
2210;842882;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;3310;TO;1128570;SC   ;370720
2211;842882;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;3310;TO;1128570;SC   ;370720
2212;842882;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;3310;TO;1128570;SC   ;370720
2213;842989;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;17100;TO;1017609;MG   ;1239750
2214;842989;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;17100;TO;1017609;MG   ;1239750
2215;842989;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;17100;TO;1017609;MG   ;1239750
2216;842989;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;17100;TO;1017609;MG   ;1239750
2217;843586;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;14100;TO;1017609;MG   ;1022250
2218;843586;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;14100;TO;1017609;MG   ;1022250
2219;843586;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;14100;TO;1017609;MG   ;1022250
2220;843586;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;14100;TO;1017609;MG   ;1022250
2221;844003;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;15630;TO;1128570;SC   ;1672410
2222;844003;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;15630;TO;1128570;SC   ;1672410
2223;844003;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;15630;TO;1128570;SC   ;1672410
2224;844003;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;15630;TO;1128570;SC   ;1672410
2225;844288;20220108;APARAS PAPELAO ONDULADO II 030105 IBAMA;14290;TO;1118528;SC   ;1529030
2226;844288;20220108;APARAS PAPELAO ONDULADO II 030105 IBAMA;14290;TO;1118528;SC   ;1529030
2227;844288;20220108;APARAS PAPELAO ONDULADO II 030105 IBAMA;14290;TO;1118528;SC   ;1529030
2228;844288;20220108;APARAS PAPELAO ONDULADO II 030105 IBAMA;14290;TO;1118528;SC   ;1529030
2229;846073;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;16600;TO;1017609;MG   ;1203500
2230;846073;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;16600;TO;1017609;MG   ;1203500
2231;846073;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;16600;TO;1017609;MG   ;1203500
2232;846073;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;16600;TO;1017609;MG   ;1203500
2233;843831;20220107;APARAS PAPELAO ONDULADO I 030105 IBAMA ;29320;TO;1125794;SP   ;2814722
2234;843831;20220107;APARAS PAPELAO ONDULADO I 030105 IBAMA ;29320;TO;1125794;SP   ;2814722
2235;843831;20220107;APARAS PAPELAO ONDULADO I 030105 IBAMA ;29320;TO;1125794;SP   ;2814722
2236;843831;20220107;APARAS PAPELAO ONDULADO I 030105 IBAMA ;29320;TO;1125794;SP   ;2814722
2237;843975;20220107;APARAS PAPELAO ONDULADO I 030105 IBAMA ;31500;TO;1125794;SP   ;3024003
2238;843975;20220107;APARAS PAPELAO ONDULADO I 030105 IBAMA ;31500;TO;1125794;SP   ;3024003
2239;843975;20220107;APARAS PAPELAO ONDULADO I 030105 IBAMA ;31500;TO;1125794;SP   ;3024003
2240;843975;20220107;APARAS PAPELAO ONDULADO I 030105 IBAMA ;31500;TO;1125794;SP   ;3024003
2241;844308;20220108;APARAS PAPELAO ONDULADO I 030105 IBAMA ;28530;TO;1125794;SP   ;2738882
2242;844308;20220108;APARAS PAPELAO ONDULADO I 030105 IBAMA ;28530;TO;1125794;SP   ;2738882
2243;844308;20220108;APARAS PAPELAO ONDULADO I 030105 IBAMA ;28530;TO;1125794;SP   ;2738882
2244;844308;20220108;APARAS PAPELAO ONDULADO I 030105 IBAMA ;28530;TO;1125794;SP   ;2738882
2245;846489;20220111;APARAS PAPELAO ONDULADO I 030105 IBAMA ;17570;TO;1125794;SP   ;1625231
2246;846489;20220111;APARAS PAPELAO ONDULADO I 030105 IBAMA ;17570;TO;1125794;SP   ;1625231
2247;846489;20220111;APARAS PAPELAO ONDULADO I 030105 IBAMA ;17570;TO;1125794;SP   ;1625231
2248;846489;20220111;APARAS PAPELAO ONDULADO I 030105 IBAMA ;17570;TO;1125794;SP   ;1625231
2249;841804;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;30000;TO;1116331;SP   ;3000000
2250;841804;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;30000;TO;1116331;SP   ;3000000
2251;841804;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;30000;TO;1116331;SP   ;3000000
2252;841804;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;30000;TO;1116331;SP   ;3000000
2253;841752;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;30000000;KG;1116130;RS   ;3194400
2254;841752;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;30000000;KG;1116130;RS   ;3194400
2255;841752;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;30000000;KG;1116130;RS   ;3194400
2256;841752;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;30000000;KG;1116130;RS   ;3194400
2257;841941;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;30000000;KG;1124459;SP   ;2999990
2258;841941;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;30000000;KG;1124459;SP   ;2999990
2259;841941;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;30000000;KG;1124459;SP   ;2999990
2260;841941;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;30000000;KG;1124459;SP   ;2999990
2261;841745;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;940000;KG;1116060;PR   ;103400
2262;841745;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;940000;KG;1116060;PR   ;103400
2263;841745;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;940000;KG;1116060;PR   ;103400
2264;841745;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;940000;KG;1116060;PR   ;103400
2265;841771;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;10120000;KG;1116130;RS   ;1077577
2266;841771;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;10120000;KG;1116130;RS   ;1077577
2267;841771;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;10120000;KG;1116130;RS   ;1077577
2268;841771;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;10120000;KG;1116130;RS   ;1077577
2269;841777;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;790000;KG;1124957;PR   ;85306
2270;841777;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;790000;KG;1124957;PR   ;85306
2271;841777;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;790000;KG;1124957;PR   ;85306
2272;841777;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;790000;KG;1124957;PR   ;85306
2273;841854;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;3310000;KG;1118323;PR   ;357400
2274;841854;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;3310000;KG;1118323;PR   ;357400
2275;841854;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;3310000;KG;1118323;PR   ;357400
2276;841854;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;3310000;KG;1118323;PR   ;357400
2277;841918;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;2420000;KG;1129989;SP   ;254100
2278;841918;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;2420000;KG;1129989;SP   ;254100
2279;841918;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;2420000;KG;1129989;SP   ;254100
2280;841918;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;2420000;KG;1129989;SP   ;254100
2281;841926;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;4260000;KG;1125015;SP   ;408957
2282;841926;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;4260000;KG;1125015;SP   ;408957
2283;841926;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;4260000;KG;1125015;SP   ;408957
2284;841926;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;4260000;KG;1125015;SP   ;408957
2285;841944;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;15030000;KG;1124459;SP   ;1502995
2286;841944;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;15030000;KG;1124459;SP   ;1502995
2287;841944;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;15030000;KG;1124459;SP   ;1502995
2288;841944;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;15030000;KG;1124459;SP   ;1502995
2289;841949;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;25000;TO;1128222;SP   ;2499993
2290;841949;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;25000;TO;1128222;SP   ;2499993
2291;841949;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;25000;TO;1128222;SP   ;2499993
2292;841949;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;25000;TO;1128222;SP   ;2499993
2293;842029;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;8110000;KG;1116130;RS   ;863553
2294;842029;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;8110000;KG;1116130;RS   ;863553
2295;842029;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;8110000;KG;1116130;RS   ;863553
2296;842029;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;8110000;KG;1116130;RS   ;863553
2297;842076;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;5220000;KG;1117829;MG   ;469801
2298;842076;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;5220000;KG;1117829;MG   ;469801
2299;842076;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;5220000;KG;1117829;MG   ;469801
2300;842076;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;5220000;KG;1117829;MG   ;469801
2301;841791;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;15300;TO;1129538;SP   ;1468801
2302;841791;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;15300;TO;1129538;SP   ;1468801
2303;841791;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;15300;TO;1129538;SP   ;1468801
2304;841791;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;15300;TO;1129538;SP   ;1468801
2305;841796;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;340;TO;1118751;RS   ;34000
2306;841796;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;340;TO;1118751;RS   ;34000
2307;841796;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;340;TO;1118751;RS   ;34000
2308;841796;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;340;TO;1118751;RS   ;34000
2309;841807;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;16160;TO;1116331;SP   ;1616000
2310;841807;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;16160;TO;1116331;SP   ;1616000
2311;841807;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;16160;TO;1116331;SP   ;1616000
2312;841807;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;16160;TO;1116331;SP   ;1616000
2313;841813;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;860;TO;1116149;RS   ;90300
